bin1kb	chr	gene
chr6_30541000_30542000	chr6	Cpa2_ENSMUST00000096066_30541581_tss;Cpa2_ENSMUST00000131137_30541669_tss;Cpa2_ENSMUST00000133009_30541641_tss
chr6_30542000_30543000	chr6	Cpa2_ENSMUST00000126426_30543915_up1kb;Cpa2_ENSMUST00000142653_30543207_up1kb;Cpa2_ENSMUST00000151684_30543276_up1kb;Cpa2_ENSMUST00000096066_30541581_down1kb;Cpa2_ENSMUST00000131137_30541669_down1kb;Cpa2_ENSMUST00000133009_30541641_down1kb
chr6_30543000_30544000	chr6	Cpa2_ENSMUST00000126426_30543915_tss;Cpa2_ENSMUST00000142653_30543207_tss;Cpa2_ENSMUST00000151684_30543276_tss;Cpa2_ENSMUST00000146936_30544484_up1kb
chr6_30544000_30545000	chr6	Cpa2_ENSMUST00000146936_30544484_tss;Cpa2_ENSMUST00000126426_30543915_down1kb;Cpa2_ENSMUST00000142653_30543207_down1kb;Cpa2_ENSMUST00000151684_30543276_down1kb
chr6_30545000_30546000	chr6	Cpa2_ENSMUST00000123588_30546641_up1kb;Cpa2_ENSMUST00000146936_30544484_down1kb
chr6_30546000_30547000	chr6	Cpa2_ENSMUST00000123588_30546641_tss
chr6_30547000_30548000	chr6	Cpa2_ENSMUST00000123588_30546641_down1kb
chr6_30550000_30551000	chr6	Cpa2_ENSMUST00000144282_30551902_up1kb
chr6_30551000_30552000	chr6	Cpa2_ENSMUST00000144282_30551902_tss
chr6_30552000_30553000	chr6	Cpa2_ENSMUST00000144282_30551902_down1kb
chr6_30567000_30568000	chr6	Cpa4_ENSMUST00000049251_30568368_up1kb
chr6_30568000_30569000	chr6	Cpa4_ENSMUST00000049251_30568368_tss
chr6_30569000_30570000	chr6	Cpa4_ENSMUST00000049251_30568368_down1kb
chr6_30575000_30576000	chr6	Gm13781_ENSMUST00000124153_30576034_up1kb
chr6_30576000_30577000	chr6	Gm13781_ENSMUST00000124153_30576034_tss
chr6_30577000_30578000	chr6	Gm13781_ENSMUST00000124153_30576034_down1kb
chr6_30610000_30611000	chr6	Cpa5_ENSMUST00000062758_30611009_up1kb;Cpa5_ENSMUST00000115138_30611050_up1kb
chr6_30611000_30612000	chr6	Cpa5_ENSMUST00000062758_30611009_tss;Cpa5_ENSMUST00000115138_30611050_tss;Cpa5_ENSMUST00000115139_30612187_up1kb;Cpa5_ENSMUST00000165949_30612554_up1kb
chr6_30612000_30613000	chr6	Cpa5_ENSMUST00000115139_30612187_tss;Cpa5_ENSMUST00000165949_30612554_tss;Cpa5_ENSMUST00000062758_30611009_down1kb;Cpa5_ENSMUST00000115138_30611050_down1kb
chr6_30613000_30614000	chr6	Cpa5_ENSMUST00000115139_30612187_down1kb;Cpa5_ENSMUST00000165949_30612554_down1kb
chr6_30638000_30639000	chr6	Cpa1_ENSMUST00000031806_30639217_up1kb
chr6_30639000_30640000	chr6	Cpa1_ENSMUST00000031806_30639217_tss;Cpa1_ENSMUST00000139004_30640340_up1kb
chr6_30640000_30641000	chr6	Cpa1_ENSMUST00000139004_30640340_tss;Cpa1_ENSMUST00000031806_30639217_down1kb
chr6_30641000_30642000	chr6	Cpa1_ENSMUST00000139004_30640340_down1kb
chr6_30655000_30656000	chr6	Cep41_ENSMUST00000153107_30656808_up1kb
chr6_30656000_30657000	chr6	Cep41_ENSMUST00000153107_30656808_tss
chr6_30657000_30658000	chr6	Cep41_ENSMUST00000153107_30656808_down1kb
chr6_30660000_30661000	chr6	Cep41_ENSMUST00000146951_30661368_up1kb
chr6_30661000_30662000	chr6	Cep41_ENSMUST00000146951_30661368_tss
chr6_30662000_30663000	chr6	Cep41_ENSMUST00000146951_30661368_down1kb
chr6_30668000_30669000	chr6	Cep41_ENSMUST00000132763_30669354_up1kb
chr6_30669000_30670000	chr6	Cep41_ENSMUST00000132763_30669354_tss
chr6_30670000_30671000	chr6	Cep41_ENSMUST00000132763_30669354_down1kb
chr6_30672000_30673000	chr6	Gm13782_ENSMUST00000149515_30673943_up1kb
chr6_30673000_30674000	chr6	Gm13782_ENSMUST00000149515_30673943_tss
chr6_30674000_30675000	chr6	Gm13782_ENSMUST00000149515_30673943_down1kb
chr6_30679000_30680000	chr6	Cep41_ENSMUST00000133373_30680532_up1kb
chr6_30680000_30681000	chr6	Cep41_ENSMUST00000133373_30680532_tss
chr6_30681000_30682000	chr6	Cep41_ENSMUST00000133373_30680532_down1kb
chr6_30692000_30693000	chr6	Cep41_ENSMUST00000031810_30693748_up1kb;Cep41_ENSMUST00000115130_30693699_up1kb;Cep41_ENSMUST00000115131_30693694_up1kb;Cep41_ENSMUST00000140211_30693692_up1kb;Cep41_ENSMUST00000140252_30693087_up1kb;Cep41_ENSMUST00000169422_30693675_up1kb
chr6_30693000_30694000	chr6	Cep41_ENSMUST00000031810_30693748_tss;Cep41_ENSMUST00000115130_30693699_tss;Cep41_ENSMUST00000115131_30693694_tss;Cep41_ENSMUST00000140211_30693692_tss;Cep41_ENSMUST00000140252_30693087_tss;Cep41_ENSMUST00000169422_30693675_tss
chr6_30694000_30695000	chr6	Cep41_ENSMUST00000031810_30693748_down1kb;Cep41_ENSMUST00000115130_30693699_down1kb;Cep41_ENSMUST00000115131_30693694_down1kb;Cep41_ENSMUST00000140211_30693692_down1kb;Cep41_ENSMUST00000140252_30693087_down1kb;Cep41_ENSMUST00000169422_30693675_down1kb
chr6_30718000_30719000	chr6	Gm14528_ENSMUST00000120615_30719872_up1kb
chr6_30719000_30720000	chr6	Gm14528_ENSMUST00000120615_30719872_tss
chr6_3072000_3073000	chr6	Vmn1r-ps5_ENSMUST00000183378_3073051_up1kb
chr6_30720000_30721000	chr6	Gm14528_ENSMUST00000120615_30719872_down1kb
chr6_30722000_30723000	chr6	Mest_ENSMUST00000115127_30723546_up1kb;Mest_ENSMUST00000141130_30723546_up1kb
chr6_30723000_30724000	chr6	Mest_ENSMUST00000115127_30723546_tss;Mest_ENSMUST00000141130_30723546_tss
chr6_30724000_30725000	chr6	Mest_ENSMUST00000115127_30723546_down1kb;Mest_ENSMUST00000141130_30723546_down1kb
chr6_3073000_3074000	chr6	Vmn1r-ps5_ENSMUST00000183378_3073051_tss
chr6_30730000_30731000	chr6	Mest_ENSMUST00000151777_30731967_up1kb
chr6_30731000_30732000	chr6	Mest_ENSMUST00000151777_30731967_tss
chr6_30732000_30733000	chr6	Mest_ENSMUST00000147400_30733453_up1kb;Mest_ENSMUST00000157040_30733505_up1kb;Mest_ENSMUST00000151777_30731967_down1kb
chr6_30733000_30734000	chr6	Mest_ENSMUST00000147400_30733453_tss;Mest_ENSMUST00000157040_30733505_tss;MESTIT1_2_ENSMUST00000183949_30734417_up1kb
chr6_30734000_30735000	chr6	MESTIT1_2_ENSMUST00000183949_30734417_tss;MESTIT1_3_ENSMUST00000184220_30735963_up1kb;Mest_ENSMUST00000147400_30733453_down1kb;Mest_ENSMUST00000157040_30733505_down1kb
chr6_30735000_30736000	chr6	MESTIT1_3_ENSMUST00000184220_30735963_tss;MESTIT1_2_ENSMUST00000183949_30734417_down1kb
chr6_30736000_30737000	chr6	MESTIT1_3_ENSMUST00000184220_30735963_down1kb
chr6_30737000_30738000	chr6	Mest_ENSMUST00000124665_30738052_up1kb;Mest_ENSMUST00000128398_30738049_up1kb;Mest_ENSMUST00000131465_30738054_up1kb;Mest_ENSMUST00000163949_30738049_up1kb
chr6_30738000_30739000	chr6	Mest_ENSMUST00000124665_30738052_tss;Mest_ENSMUST00000128398_30738049_tss;Mest_ENSMUST00000131465_30738054_tss;Mest_ENSMUST00000163949_30738049_tss
chr6_30739000_30740000	chr6	Mest_ENSMUST00000137521_30740781_up1kb;Mest_ENSMUST00000124665_30738052_down1kb;Mest_ENSMUST00000128398_30738049_down1kb;Mest_ENSMUST00000131465_30738054_down1kb;Mest_ENSMUST00000163949_30738049_down1kb
chr6_3074000_3075000	chr6	Vmn1r-ps5_ENSMUST00000183378_3073051_down1kb
chr6_30740000_30741000	chr6	Mest_ENSMUST00000137521_30740781_tss;Mir335_ENSMUST00000083567_30741298_up1kb
chr6_30741000_30742000	chr6	Mir335_ENSMUST00000083567_30741298_tss;Mest_ENSMUST00000130751_30742075_up1kb;Mest_ENSMUST00000149496_30742088_up1kb;Mest_ENSMUST00000137521_30740781_down1kb
chr6_30742000_30743000	chr6	Mest_ENSMUST00000130751_30742075_tss;Mest_ENSMUST00000149496_30742088_tss;Mir335_ENSMUST00000083567_30741298_down1kb
chr6_30743000_30744000	chr6	Mest_ENSMUST00000130751_30742075_down1kb;Mest_ENSMUST00000149496_30742088_down1kb
chr6_30895000_30896000	chr6	Copg2_ENSMUST00000048774_30896738_up1kb;Copg2_ENSMUST00000122833_30896729_up1kb;Copg2_ENSMUST00000131256_30896709_up1kb;Copg2_ENSMUST00000133916_30896425_up1kb;Copg2_ENSMUST00000134137_30896747_up1kb;Copg2_ENSMUST00000135230_30896793_up1kb;4930412F09Rik_ENSMUST00000139006_30896898_up1kb;Copg2_ENSMUST00000151973_30896436_up1kb;Copg2_ENSMUST00000166192_30896738_up1kb
chr6_30896000_30897000	chr6	Copg2_ENSMUST00000048774_30896738_tss;Copg2_ENSMUST00000122833_30896729_tss;Copg2_ENSMUST00000131256_30896709_tss;Copg2_ENSMUST00000133916_30896425_tss;Copg2_ENSMUST00000134137_30896747_tss;Copg2_ENSMUST00000135230_30896793_tss;4930412F09Rik_ENSMUST00000139006_30896898_tss;Copg2_ENSMUST00000151973_30896436_tss;Copg2_ENSMUST00000166192_30896738_tss
chr6_30897000_30898000	chr6	Copg2_ENSMUST00000048774_30896738_down1kb;Copg2_ENSMUST00000122833_30896729_down1kb;Copg2_ENSMUST00000131256_30896709_down1kb;Copg2_ENSMUST00000133916_30896425_down1kb;Copg2_ENSMUST00000134137_30896747_down1kb;Copg2_ENSMUST00000135230_30896793_down1kb;4930412F09Rik_ENSMUST00000139006_30896898_down1kb;Copg2_ENSMUST00000151973_30896436_down1kb;Copg2_ENSMUST00000166192_30896738_down1kb
chr6_30914000_30915000	chr6	Tsga13_ENSMUST00000048580_30915572_up1kb
chr6_30915000_30916000	chr6	Tsga13_ENSMUST00000048580_30915572_tss
chr6_30916000_30917000	chr6	Tsga13_ENSMUST00000048580_30915572_down1kb
chr6_30957000_30958000	chr6	Klf14_ENSMUST00000101589_30958989_up1kb
chr6_30958000_30959000	chr6	Klf14_ENSMUST00000101589_30958989_tss
chr6_30959000_30960000	chr6	Klf14_ENSMUST00000101589_30958989_down1kb
chr6_31061000_31062000	chr6	Mir29a_ENSMUST00000083676_31062746_up1kb
chr6_31062000_31063000	chr6	Mir29a_ENSMUST00000083676_31062746_tss;Mir29b-1_ENSMUST00000083670_31063096_up1kb;Gm27019_ENSMUST00000183056_31063494_up1kb
chr6_31063000_31064000	chr6	Mir29b-1_ENSMUST00000083670_31063096_tss;Gm27019_ENSMUST00000183056_31063494_tss;Mir29a_ENSMUST00000083676_31062746_down1kb
chr6_31064000_31065000	chr6	Mir29b-1_ENSMUST00000083670_31063096_down1kb;Gm27019_ENSMUST00000183056_31063494_down1kb
chr6_3107000_3108000	chr6	Vmn1r-ps6_ENSMUST00000184533_3108400_up1kb
chr6_3108000_3109000	chr6	Vmn1r-ps6_ENSMUST00000184533_3108400_tss
chr6_31086000_31087000	chr6	Gm13834_ENSMUST00000123757_31087911_up1kb
chr6_31087000_31088000	chr6	Gm13834_ENSMUST00000123757_31087911_tss
chr6_31088000_31089000	chr6	Gm13834_ENSMUST00000123757_31087911_down1kb
chr6_3109000_3110000	chr6	Vmn1r-ps6_ENSMUST00000184533_3108400_down1kb
chr6_31101000_31102000	chr6	Gm13833_ENSMUST00000146766_31102845_up1kb
chr6_31102000_31103000	chr6	Gm13833_ENSMUST00000146766_31102845_tss
chr6_31103000_31104000	chr6	Gm13833_ENSMUST00000146766_31102845_down1kb
chr6_31141000_31142000	chr6	Gm13835_ENSMUST00000064995_31142640_up1kb;Gm13835_ENSMUST00000118459_31142662_up1kb
chr6_31142000_31143000	chr6	Gm13835_ENSMUST00000064995_31142640_tss;Gm13835_ENSMUST00000118459_31142662_tss
chr6_31143000_31144000	chr6	Gm13835_ENSMUST00000064995_31142640_down1kb;Gm13835_ENSMUST00000118459_31142662_down1kb
chr6_31217000_31218000	chr6	AB041803_ENSMUST00000115107_31218432_up1kb
chr6_31218000_31219000	chr6	AB041803_ENSMUST00000115107_31218432_tss
chr6_31219000_31220000	chr6	2210408F21Rik_ENSMUST00000123149_31220350_up1kb;2210408F21Rik_ENSMUST00000136571_31220446_up1kb;2210408F21Rik_ENSMUST00000138606_31220421_up1kb;2210408F21Rik_ENSMUST00000139444_31220404_up1kb;2210408F21Rik_ENSMUST00000144612_31220350_up1kb;2210408F21Rik_ENSMUST00000146778_31220421_up1kb;2210408F21Rik_ENSMUST00000151076_31220440_up1kb;2210408F21Rik_ENSMUST00000151800_31220356_up1kb;2210408F21Rik_ENSMUST00000152157_31220404_up1kb;2210408F21Rik_ENSMUST00000153057_31220434_up1kb;2210408F21Rik_ENSMUST00000155345_31220350_up1kb;AB041803_ENSMUST00000115107_31218432_down1kb
chr6_31220000_31221000	chr6	2210408F21Rik_ENSMUST00000123149_31220350_tss;2210408F21Rik_ENSMUST00000136571_31220446_tss;2210408F21Rik_ENSMUST00000138606_31220421_tss;2210408F21Rik_ENSMUST00000139444_31220404_tss;2210408F21Rik_ENSMUST00000144612_31220350_tss;2210408F21Rik_ENSMUST00000146778_31220421_tss;2210408F21Rik_ENSMUST00000151076_31220440_tss;2210408F21Rik_ENSMUST00000151800_31220356_tss;2210408F21Rik_ENSMUST00000152157_31220404_tss;2210408F21Rik_ENSMUST00000153057_31220434_tss;2210408F21Rik_ENSMUST00000155345_31220350_tss
chr6_31221000_31222000	chr6	2210408F21Rik_ENSMUST00000123149_31220350_down1kb;2210408F21Rik_ENSMUST00000136571_31220446_down1kb;2210408F21Rik_ENSMUST00000138606_31220421_down1kb;2210408F21Rik_ENSMUST00000139444_31220404_down1kb;2210408F21Rik_ENSMUST00000144612_31220350_down1kb;2210408F21Rik_ENSMUST00000146778_31220421_down1kb;2210408F21Rik_ENSMUST00000151076_31220440_down1kb;2210408F21Rik_ENSMUST00000151800_31220356_down1kb;2210408F21Rik_ENSMUST00000152157_31220404_down1kb;2210408F21Rik_ENSMUST00000153057_31220434_down1kb;2210408F21Rik_ENSMUST00000155345_31220350_down1kb
chr6_31276000_31277000	chr6	2210408F21Rik_ENSMUST00000133510_31277847_up1kb
chr6_31277000_31278000	chr6	2210408F21Rik_ENSMUST00000133510_31277847_tss
chr6_31278000_31279000	chr6	2210408F21Rik_ENSMUST00000133510_31277847_down1kb
chr6_31284000_31285000	chr6	2210408F21Rik_ENSMUST00000138653_31285003_up1kb
chr6_31285000_31286000	chr6	2210408F21Rik_ENSMUST00000138653_31285003_tss
chr6_31286000_31287000	chr6	2210408F21Rik_ENSMUST00000138653_31285003_down1kb
chr6_31320000_31321000	chr6	2210408F21Rik_ENSMUST00000124811_31321970_up1kb
chr6_31321000_31322000	chr6	2210408F21Rik_ENSMUST00000124811_31321970_tss
chr6_31322000_31323000	chr6	2210408F21Rik_ENSMUST00000124811_31321970_down1kb
chr6_31355000_31356000	chr6	Gm14532_ENSMUST00000156115_31356742_up1kb
chr6_31356000_31357000	chr6	Gm14532_ENSMUST00000156115_31356742_tss
chr6_31357000_31358000	chr6	Gm14532_ENSMUST00000156115_31356742_down1kb
chr6_31371000_31372000	chr6	Gm13844_ENSMUST00000134541_31372894_up1kb
chr6_31372000_31373000	chr6	Gm13844_ENSMUST00000134541_31372894_tss
chr6_31373000_31374000	chr6	Gm13844_ENSMUST00000134541_31372894_down1kb
chr6_31397000_31398000	chr6	Mkln1_ENSMUST00000026699_31398734_up1kb;Mkln1_ENSMUST00000133182_31398835_up1kb;Mkln1_ENSMUST00000134315_31398827_up1kb;Mkln1_ENSMUST00000134544_31398844_up1kb;Mkln1_ENSMUST00000137621_31398828_up1kb;Mkln1os_ENSMUST00000139185_31398758_up1kb;Mkln1os_ENSMUST00000144232_31398772_up1kb;Mkln1os_ENSMUST00000154820_31398752_up1kb;Mkln1_ENSMUST00000154954_31398858_up1kb
chr6_31398000_31399000	chr6	Mkln1_ENSMUST00000026699_31398734_tss;Mkln1_ENSMUST00000133182_31398835_tss;Mkln1_ENSMUST00000134315_31398827_tss;Mkln1_ENSMUST00000134544_31398844_tss;Mkln1_ENSMUST00000137621_31398828_tss;Mkln1os_ENSMUST00000139185_31398758_tss;Mkln1os_ENSMUST00000144232_31398772_tss;Mkln1os_ENSMUST00000154820_31398752_tss;Mkln1_ENSMUST00000154954_31398858_tss
chr6_31399000_31400000	chr6	Mkln1_ENSMUST00000026699_31398734_down1kb;Mkln1_ENSMUST00000133182_31398835_down1kb;Mkln1_ENSMUST00000134315_31398827_down1kb;Mkln1_ENSMUST00000134544_31398844_down1kb;Mkln1_ENSMUST00000137621_31398828_down1kb;Mkln1os_ENSMUST00000139185_31398758_down1kb;Mkln1os_ENSMUST00000144232_31398772_down1kb;Mkln1os_ENSMUST00000154820_31398752_down1kb;Mkln1_ENSMUST00000154954_31398858_down1kb
chr6_31429000_31430000	chr6	Mkln1_ENSMUST00000147614_31430715_up1kb;Mkln1_ENSMUST00000150949_31430681_up1kb
chr6_31430000_31431000	chr6	Mkln1_ENSMUST00000147614_31430715_tss;Mkln1_ENSMUST00000150949_31430681_tss
chr6_31431000_31432000	chr6	Mkln1_ENSMUST00000147614_31430715_down1kb;Mkln1_ENSMUST00000150949_31430681_down1kb
chr6_31467000_31468000	chr6	Mkln1_ENSMUST00000141045_31468119_up1kb
chr6_31468000_31469000	chr6	Mkln1_ENSMUST00000141045_31468119_tss
chr6_31469000_31470000	chr6	Mkln1_ENSMUST00000141045_31468119_down1kb
chr6_31488000_31489000	chr6	Mkln1_ENSMUST00000130108_31489393_up1kb
chr6_31489000_31490000	chr6	Mkln1_ENSMUST00000130108_31489393_tss
chr6_31490000_31491000	chr6	Mkln1_ENSMUST00000130108_31489393_down1kb
chr6_31491000_31492000	chr6	Mkln1_ENSMUST00000149859_31492620_up1kb
chr6_31492000_31493000	chr6	Mkln1_ENSMUST00000149859_31492620_tss
chr6_31493000_31494000	chr6	Mkln1_ENSMUST00000149859_31492620_down1kb
chr6_31495000_31496000	chr6	Mkln1_ENSMUST00000142469_31496765_up1kb
chr6_31496000_31497000	chr6	Mkln1_ENSMUST00000142469_31496765_tss
chr6_31497000_31498000	chr6	Mkln1_ENSMUST00000142469_31496765_down1kb
chr6_31523000_31524000	chr6	Podxl_ENSMUST00000136877_31524310_up1kb
chr6_31524000_31525000	chr6	Podxl_ENSMUST00000136877_31524310_tss
chr6_31525000_31526000	chr6	Podxl_ENSMUST00000136877_31524310_down1kb
chr6_31562000_31563000	chr6	Podxl_ENSMUST00000026698_31563980_up1kb
chr6_31563000_31564000	chr6	Podxl_ENSMUST00000026698_31563980_tss
chr6_31564000_31565000	chr6	Podxl_ENSMUST00000026698_31563980_down1kb
chr6_31573000_31574000	chr6	Gm6117_ENSMUST00000150540_31574966_up1kb
chr6_31574000_31575000	chr6	Gm6117_ENSMUST00000150540_31574966_tss
chr6_31575000_31576000	chr6	Gm6117_ENSMUST00000150540_31574966_down1kb
chr6_31604000_31605000	chr6	Gm13847_ENSMUST00000124919_31605210_up1kb;Gm13847_ENSMUST00000149613_31605288_up1kb
chr6_31605000_31606000	chr6	Gm13847_ENSMUST00000124919_31605210_tss;Gm13847_ENSMUST00000149613_31605288_tss
chr6_31606000_31607000	chr6	Gm13847_ENSMUST00000124919_31605210_down1kb;Gm13847_ENSMUST00000149613_31605288_down1kb
chr6_31650000_31651000	chr6	Gm13846_ENSMUST00000139483_31651040_up1kb
chr6_31651000_31652000	chr6	Gm13846_ENSMUST00000139483_31651040_tss
chr6_31652000_31653000	chr6	Gm13846_ENSMUST00000139483_31651040_down1kb
chr6_31665000_31666000	chr6	Gm13848_ENSMUST00000130777_31666130_up1kb;Gm13847_ENSMUST00000136224_31666177_up1kb
chr6_31666000_31667000	chr6	Gm13848_ENSMUST00000130777_31666130_tss;Gm13847_ENSMUST00000136224_31666177_tss
chr6_31667000_31668000	chr6	Gm13848_ENSMUST00000130777_31666130_down1kb;Gm13847_ENSMUST00000136224_31666177_down1kb
chr6_31785000_31786000	chr6	Gm13849_ENSMUST00000153328_31786674_up1kb
chr6_31786000_31787000	chr6	Gm13849_ENSMUST00000153328_31786674_tss
chr6_31787000_31788000	chr6	Gm13849_ENSMUST00000153328_31786674_down1kb
chr6_32049000_32050000	chr6	1700012A03Rik_ENSMUST00000031778_32050245_up1kb;1700012A03Rik_ENSMUST00000135066_32050267_up1kb
chr6_32050000_32051000	chr6	1700012A03Rik_ENSMUST00000031778_32050245_tss;1700012A03Rik_ENSMUST00000135066_32050267_tss
chr6_32051000_32052000	chr6	1700012A03Rik_ENSMUST00000031778_32050245_down1kb;1700012A03Rik_ENSMUST00000135066_32050267_down1kb
chr6_32057000_32058000	chr6	1700012A03Rik_ENSMUST00000156267_32058140_up1kb
chr6_32058000_32059000	chr6	1700012A03Rik_ENSMUST00000156267_32058140_tss
chr6_32059000_32060000	chr6	1700012A03Rik_ENSMUST00000156267_32058140_down1kb
chr6_32111000_32112000	chr6	Gm13850_ENSMUST00000140465_32112142_up1kb
chr6_32112000_32113000	chr6	Gm13850_ENSMUST00000140465_32112142_tss
chr6_32113000_32114000	chr6	Gm13850_ENSMUST00000140465_32112142_down1kb
chr6_32302000_32303000	chr6	Gm13851_ENSMUST00000127668_32303828_up1kb;Gm13851_ENSMUST00000143328_32303912_up1kb
chr6_32303000_32304000	chr6	Gm13851_ENSMUST00000127668_32303828_tss;Gm13851_ENSMUST00000143328_32303912_tss
chr6_32304000_32305000	chr6	Gm13851_ENSMUST00000127668_32303828_down1kb;Gm13851_ENSMUST00000143328_32303912_down1kb
chr6_32450000_32451000	chr6	9430029A11Rik_ENSMUST00000152538_32451169_up1kb
chr6_32451000_32452000	chr6	9430029A11Rik_ENSMUST00000152538_32451169_tss
chr6_32452000_32453000	chr6	9430029A11Rik_ENSMUST00000152538_32451169_down1kb
chr6_32510000_32511000	chr6	B230378P21Rik_ENSMUST00000150314_32511072_up1kb
chr6_32511000_32512000	chr6	B230378P21Rik_ENSMUST00000150314_32511072_tss
chr6_32512000_32513000	chr6	B230378P21Rik_ENSMUST00000150314_32511072_down1kb
chr6_32587000_32588000	chr6	Plxna4_ENSMUST00000115096_32588191_up1kb
chr6_32588000_32589000	chr6	Plxna4_ENSMUST00000115096_32588191_tss
chr6_32589000_32590000	chr6	Plxna4_ENSMUST00000115096_32588191_down1kb
chr6_32609000_32610000	chr6	Gm13852_ENSMUST00000122350_32610118_up1kb
chr6_32610000_32611000	chr6	Gm13852_ENSMUST00000122350_32610118_tss
chr6_32611000_32612000	chr6	Gm13852_ENSMUST00000122350_32610118_down1kb
chr6_32802000_32803000	chr6	Chchd3_ENSMUST00000129654_32803991_up1kb
chr6_32803000_32804000	chr6	Chchd3_ENSMUST00000129654_32803991_tss
chr6_32804000_32805000	chr6	Chchd3_ENSMUST00000129654_32803991_down1kb
chr6_32818000_32819000	chr6	Chchd3_ENSMUST00000140446_32819691_up1kb
chr6_32819000_32820000	chr6	Chchd3_ENSMUST00000140446_32819691_tss
chr6_32820000_32821000	chr6	Chchd3_ENSMUST00000140446_32819691_down1kb
chr6_32891000_32892000	chr6	Chchd3_ENSMUST00000129069_32892329_up1kb
chr6_32892000_32893000	chr6	Chchd3_ENSMUST00000129069_32892329_tss
chr6_32893000_32894000	chr6	Chchd3_ENSMUST00000129069_32892329_down1kb
chr6_32896000_32897000	chr6	Chchd3_ENSMUST00000125264_32897020_up1kb;Chchd3_ENSMUST00000133375_32897027_up1kb;Chchd3_ENSMUST00000143206_32897070_up1kb
chr6_32897000_32898000	chr6	Chchd3_ENSMUST00000125264_32897020_tss;Chchd3_ENSMUST00000133375_32897027_tss;Chchd3_ENSMUST00000143206_32897070_tss
chr6_32898000_32899000	chr6	Chchd3_ENSMUST00000125264_32897020_down1kb;Chchd3_ENSMUST00000133375_32897027_down1kb;Chchd3_ENSMUST00000143206_32897070_down1kb
chr6_33037000_33038000	chr6	Gm14540_ENSMUST00000138298_33038467_up1kb
chr6_33038000_33039000	chr6	Gm14540_ENSMUST00000138298_33038467_tss
chr6_33039000_33040000	chr6	Gm14540_ENSMUST00000138298_33038467_down1kb
chr6_33059000_33060000	chr6	Chchd3_ENSMUST00000066379_33060259_up1kb;Chchd3_ENSMUST00000115091_33060216_up1kb;Chchd3_ENSMUST00000124436_33060235_up1kb;Chchd3_ENSMUST00000127666_33060236_up1kb
chr6_33060000_33061000	chr6	Chchd3_ENSMUST00000066379_33060259_tss;Chchd3_ENSMUST00000115091_33060216_tss;Chchd3_ENSMUST00000124436_33060235_tss;Chchd3_ENSMUST00000127666_33060236_tss
chr6_33061000_33062000	chr6	Chchd3_ENSMUST00000066379_33060259_down1kb;Chchd3_ENSMUST00000115091_33060216_down1kb;Chchd3_ENSMUST00000124436_33060235_down1kb;Chchd3_ENSMUST00000127666_33060236_down1kb
chr6_33087000_33088000	chr6	Gm22321_ENSMUST00000157152_33088748_up1kb
chr6_33088000_33089000	chr6	Gm22321_ENSMUST00000157152_33088748_tss
chr6_33089000_33090000	chr6	Gm22321_ENSMUST00000157152_33088748_down1kb
chr6_33247000_33248000	chr6	Gm1401_ENSMUST00000122048_33248098_up1kb
chr6_33248000_33249000	chr6	Gm1401_ENSMUST00000122048_33248098_tss;Exoc4_ENSMUST00000052266_33249084_up1kb;Exoc4_ENSMUST00000090381_33249127_up1kb;Exoc4_ENSMUST00000115080_33249131_up1kb;Exoc4_ENSMUST00000132842_33249127_up1kb;Exoc4_ENSMUST00000137043_33249127_up1kb;Exoc4_ENSMUST00000139132_33249135_up1kb
chr6_33249000_33250000	chr6	Exoc4_ENSMUST00000052266_33249084_tss;Exoc4_ENSMUST00000090381_33249127_tss;Exoc4_ENSMUST00000115080_33249131_tss;Exoc4_ENSMUST00000132842_33249127_tss;Exoc4_ENSMUST00000137043_33249127_tss;Exoc4_ENSMUST00000139132_33249135_tss;Gm1401_ENSMUST00000122048_33248098_down1kb
chr6_33250000_33251000	chr6	Exoc4_ENSMUST00000052266_33249084_down1kb;Exoc4_ENSMUST00000090381_33249127_down1kb;Exoc4_ENSMUST00000115080_33249131_down1kb;Exoc4_ENSMUST00000132842_33249127_down1kb;Exoc4_ENSMUST00000137043_33249127_down1kb;Exoc4_ENSMUST00000139132_33249135_down1kb
chr6_33331000_33332000	chr6	Exoc4_ENSMUST00000152835_33332354_up1kb
chr6_33332000_33333000	chr6	Exoc4_ENSMUST00000152835_33332354_tss;Exoc4_ENSMUST00000156207_33333416_up1kb
chr6_33333000_33334000	chr6	Exoc4_ENSMUST00000156207_33333416_tss;Exoc4_ENSMUST00000152835_33332354_down1kb
chr6_33334000_33335000	chr6	Exoc4_ENSMUST00000156207_33333416_down1kb
chr6_33376000_33377000	chr6	Gm13854_ENSMUST00000121183_33377445_up1kb
chr6_33377000_33378000	chr6	Gm13854_ENSMUST00000121183_33377445_tss
chr6_33378000_33379000	chr6	Gm13854_ENSMUST00000121183_33377445_down1kb
chr6_33700000_33701000	chr6	Exoc4_ENSMUST00000143190_33701433_up1kb
chr6_33701000_33702000	chr6	Exoc4_ENSMUST00000143190_33701433_tss
chr6_33702000_33703000	chr6	Exoc4_ENSMUST00000143190_33701433_down1kb
chr6_3384000_3385000	chr6	Samd9l_ENSMUST00000183576_3385004_up1kb
chr6_3385000_3386000	chr6	Samd9l_ENSMUST00000183576_3385004_tss
chr6_3386000_3387000	chr6	Samd9l_ENSMUST00000183576_3385004_down1kb
